id,Ãû×Ö,Ä£ÐÍid,Í·ÏñID,¹¥»÷ÀàÐÍ,µÈ¼¶,ÉúÃüÖµ,ÒÆ¶¯ËÙ¶È,¹¥»÷·¶Î§,Îï¹¥,·¨¹¥,ÎïÀí·ÀÓù,·¨Êõ·ÀÓù,ÃüÖÐ,¶ãÉÁ,±©»÷,¿¹±©,¼¼ÄÜ1,¼¼ÄÜ1µÄÊ¹ÓÃ¸ÅÂÊ,¼¼ÄÜ1µÄÊ©·¨Ê±¼ä,¼¼ÄÜ2,¼¼ÄÜ2µÄÊ¹ÓÃ¸ÅÂÊ,¼¼ÄÜ2µÄÊ©·¨Ê±¼ä,¼¼ÄÜ3,¼¼ÄÜ3µÄÊ¹ÓÃ¸ÅÂÊ,¼¼ÄÜ3µÄÊ©·¨Ê±¼ä,¼¼ÄÜ4,¼¼ÄÜ4µÄÊ¹ÓÃ¸ÅÂÊ,¼¼ÄÜ4µÄÊ©·¨Ê±¼ä,É¾³ý
10386,ÕÔð½ð½,60,162,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10387,ÏÍÊ¿Ö®ÆÞ,60,162,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10388,Ö´±ÊÊéÉú,66,99,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10389,Æíµ»´åÃñ,60,166,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10390,Æíµ»´åÃñ,62,113,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10391,Æíµ»´åÃñ,59,114,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10392,Æíµ»´åÃñ,66,99,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10393,ÆíÔ¸Ëþ,391,255,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10394,ÌØ²úÉÌÈË,71,103,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10395,ÌØ²úÉÌÈË,71,103,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10396,ÌØ²úÉÌÈË,71,103,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10397,ÌØ²úÉÌÈË,71,103,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10398,È«¸£,512,110,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10399,ÇØÇí,611,402,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10400,µ¥ÐÛÐÅ,1533,328,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10401,Íõ´óÒ¯,59,114,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10402,»¨Éú,68,107,1,100,75497,14000,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10403,»¨Éú°Ö,515,368,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10404,²¶Í·,517,366,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10405,ÇØ´ó·ò,57,118,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10406,Ã«Ã«Âè,60,108,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10407,Ã«Ã«,69,106,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10408,ÄÐ´åÃñ,515,368,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10409,»¨Éú,68,107,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10410,Å®´åÃñ,516,124,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10411,Å®´åÃñ,60,108,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10412,µ¥´óÒ¯,59,114,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10413,¹Ü¼Ò,48,103,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10414,¼ÒÆÍ,62,113,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10415,³¤ÀÏ,59,114,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10416,ÎºÕ÷,51,131,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10417,´«ËÍÊ¦,2298,686,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10418,ÔÓ»õÉÌ,614,418,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10419,×°±¸ÉÌ,72,132,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10420,²Ö¿â¹ÜÀíÔ±,48,103,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10421,Ê×ÊÎÉÌ,65,104,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10422,´ÞÒåÐþ,63,110,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10423,ÇðÐÐ¹§,518,369,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10424,ÇØÇí,611,402,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10425,»ÆæôÂí,534,430,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10426,Ã«Ã«,69,106,1,48,4850,11875,,808,808,606,575,476,287,,,0,10000,1500,,,,,,,,,,É¾³ý
10427,»ÆæôÂí,609,430,1,48,4850,11875,,808,808,606,575,476,287,,,0,10000,1500,,,,,,,,,,É¾³ý
10428,Çà½ÌÊØÎÀ,504,10,1,48,4850,14000,,808,808,606,575,476,287,,,0,10000,1500,,,,,,,,,,É¾³ý
10429,Çà½ÌÊØÎÀ,504,10,1,48,4850,11875,,808,808,606,575,476,287,,,0,10000,1500,,,,,,,,,,É¾³ý
10430,Çà½ÌÊØÎÀ,562,10,1,48,4850,11875,,808,808,606,575,476,287,,,0,10000,1500,,,,,,,,,,É¾³ý
10431,Çà½ÌÎÀ±ø,505,11,1,48,4850,11875,,808,808,606,575,476,287,,,0,10000,1500,,,,,,,,,,É¾³ý
10432,Çà½ÌÎÀ±ø,563,11,1,48,4850,11875,,808,808,606,575,476,287,,,0,10000,1500,,,,,,,,,,É¾³ý
10433,×¯ÖÜ,612,423,1,48,4850,11875,,808,808,606,575,476,287,,,0,10000,1500,,,,,,,,,,É¾³ý
10434,Å©Ãñ,515,368,1,48,4850,11875,,808,808,606,575,476,287,,,0,10000,1500,,,,,,,,,,É¾³ý
10435,´«ËÍÊ¦,2298,686,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10436,Çà½Ì¼à²ìÊ¹,70,125,1,70,12499,11875,,1558,1558,1264,1200,1505,896,,,0,10000,1500,,,,,,,,,,É¾³ý
10437,Çà½Ì¼à²ìÊ¹,70,125,1,70,12499,11875,,1558,1558,1264,1200,1505,896,,,0,10000,1500,,,,,,,,,,É¾³ý
10438,ÁõÀÏºº,59,114,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10439,ÀîËØËØ,181,166,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10440,ÀîËØËØ,181,166,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10441,ÀîËØËØ,181,166,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10442,ÀîËØËØ,181,166,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10443,ÀîËØËØ,181,166,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10444,µÔÃôÖ®»ê,647,162,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10445,×¯ÖÜ,612,423,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10446,µÔÈÃÖ®Ä¹,648,404,1,1,108,11875,,30,30,26,24,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
10447,µÔÃôÖ®Ä¹,648,404,1,1,108,11875,,30,30,26,24,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
10448,ÀîÌìºÆÖ®Ä¹,648,404,1,1,108,11875,,30,30,26,24,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
10449,ÀîËØËØÖ®Ä¹,648,404,1,1,108,11875,,30,30,26,24,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
10450,¿ªÉ½µ¶,368,283,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10451,ÏØÁîÀîÌìºÆ,51,131,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10452,ÏØÁîÀîÌìºÆ,51,131,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10453,µÔÃô,153,162,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10454,µÔÃô,153,162,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10455,µÔÃô,153,162,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10456,Ç§ÀïÂí,220,214,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10457,ÉñÃØÈË,593,406,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10458,³ÌÒ§½ð,944,431,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10459,ÀîËØËØ,181,166,2,30,1542,11875,,436,479,270,331,266,166,,,710002,10000,1500,,,,,,,,,,É¾³ý
10460,ÏØÁîÀîÌìºÆ,51,131,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10461,ÀîÃô,153,162,2,30,1542,11875,,436,479,270,331,266,166,,,710002,10000,1500,,,,,,,,,,É¾³ý
10462,Ç§ÀïÂí,220,214,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10463,Íß¸ÚÕ¯ÖÚ,3027,357,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10464,´«ËÍÊ¦,2298,686,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10465,´«ËÍÊ¦,2298,686,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10466,´«ËÍÊ¦,2298,686,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10467,²Ö¿â¹ÜÀíÔ±,48,103,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10468,²Ö¿â¹ÜÀíÔ±,48,103,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10469,ÌÆ¾ü¹­±ø,521,361,2,10,423,11875,,139,139,97,92,114,71,,,701005,10000,1500,,,,,,,,,,É¾³ý
10470,Çà½ÌÊØÎÀ,504,11,1,48,4850,11875,,808,808,606,575,476,287,,,0,10000,1500,,,,,,,,,,É¾³ý
10471,ÀÏÏÈÉú,59,114,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10472,ÀÏ°åÄï,58,102,1,40,3159,11875,,628,628,451,428,371,226,,,0,10000,1500,,,,,,,,,,É¾³ý
10473,½ðÍò¸£,63,110,1,40,3159,11875,,628,628,451,428,371,226,,,0,10000,1500,,,,,,,,,,É¾³ý
10474,ºüÃÄÄï,60,162,1,40,3159,11875,,628,628,451,428,371,226,,,0,10000,1500,,,,,,,,,,É¾³ý
10475,ÔË»õ¹¤,515,368,1,40,3159,11875,,628,628,451,428,371,226,,,0,10000,1500,,,,,,,,,,É¾³ý
10476,ÊéÉú,66,99,1,40,3159,11875,,628,628,451,428,371,226,,,0,10000,1500,,,,,,,,,,É¾³ý
10477,¹ù´óÒ¯,59,114,1,40,3159,11875,,628,628,451,428,371,226,,,0,10000,1500,,,,,,,,,,É¾³ý
10478,Å©·ò,515,368,1,40,3159,11875,,628,628,451,428,371,226,,,0,10000,1500,,,,,,,,,,É¾³ý
10479,Ò©Æ·ÉÌ,71,134,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10480,Ò©Æ·ÉÌ,71,134,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10481,´«ËÍÊ¦,2298,686,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10482,´«ËÍÊ¦,2298,686,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10483,´«ËÍÊ¦,2298,686,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10484,Õ÷±±½«¾ü,575,392,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10485,´óÌÆÔ¶Õ÷±ø,525,362,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10486,´óÌÆÔ¶Õ÷±ø,523,359,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10487,±±·¥´ó½«,56,359,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10488,±±·¥Ê¿±ø,527,359,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10489,±±·¥Ê¿±ø,529,359,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10490,°×¾ÓÒ×,66,99,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10491,»ÛÃ÷,54,115,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10492,ÎäÆ÷ÉÌÈË,72,132,1,20,853,11875,,274,274,183,173,182,114,,,0,10000,1500,,,,,,,,,,É¾³ý
10493,Á¸Ê³Ïä,118,145,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10494,ÌÆ¾üÊØÎÀ,528,357,3,120,784375,7000,,581300,581300,51810,49215,59300,3688,,,873040,10000,1500,,,,,,,,,,É¾³ý
10495,ÌÆ¾ü¹­¼ýÊÖ,522,360,3,120,784375,7000,,581300,581300,51810,49215,59300,3688,,,873041,10000,1500,,,,,,,,,,É¾³ý
10496,»î¶¯´«ËÍÊ¹Õß,2457,686,1,100,75497,7000,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10497,´«ËÍÊ¦,2457,686,1,100,75497,7000,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10498,Ò©Æ·ÉÌ,71,134,1,100,75497,7000,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10501,Äàöú,328,300,1,10,380,11875,,139,152,87,106,114,71,,,0,10000,1500,,,,,,,,,,É¾³ý
10502,²ÝÓã,328,300,1,20,767,11875,,274,301,164,201,182,114,,,0,10000,1500,,,,,,,,,,É¾³ý
10503,öêÓã,328,300,1,30,1542,11875,,436,479,270,331,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10504,öóÓã,328,300,1,40,2843,11875,,628,690,405,496,371,226,,,0,10000,1500,,,,,,,,,,É¾³ý
10505,´óÍ·Óã,329,300,1,50,4793,11875,,858,943,584,713,508,303,,,0,10000,1500,,,,,,,,,,É¾³ý
10506,öìÓã,329,301,1,60,6934,11875,,1119,1230,781,954,680,395,,,0,10000,1500,,,,,,,,,,É¾³ý
10507,ºÚÓã,329,301,1,70,11249,11875,,1558,1713,1137,1390,1505,896,,,0,10000,1500,,,,,,,,,,É¾³ý
10508,ÎÄ²ýÓã,330,301,1,80,29490,11875,,3288,3616,2606,3185,2365,1418,,,0,10000,1500,,,,,,,,,,É¾³ý
10509,¹ÇÉàÓã,330,301,1,90,49593,11875,,5030,5533,4023,4917,3214,1954,,,0,10000,1500,,,,,,,,,,É¾³ý
10510,ÕäÖéÓã,330,301,1,100,67947,11875,,6478,7125,5143,6286,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10511,¸Ê²Ý,2316,133,1,1,16,21500,,25,27,19,24,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
10512,¾öÃ÷×Ó,2317,347,1,1,16,21500,,25,27,19,24,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
10513,ÉÖÒ©,2318,247,1,1,16,21500,,25,27,19,24,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
10514,Í¨¾­²Ý,2319,344,1,1,16,21500,,25,27,19,24,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
10515,ÁéÖ¥,2320,354,1,1,16,21500,,25,27,19,24,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
10516,Þ½Ïã,2394,246,1,1,16,21500,,25,27,19,24,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
10517,ÜòÜß,135,140,1,1,16,21500,,25,27,19,24,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
10518,×Ïµ¤²Î,123,147,1,1,16,21500,,25,27,19,24,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
10519,°×Ó¢,136,126,1,1,16,21500,,25,27,19,24,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
10600,´©ÐÄÁ«,485,372,1,1,16,21500,,25,27,19,24,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
10601,µöÓãµ¼Ê¦,57,150,1,100,67947,11875,,6478,7125,5143,6286,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10602,²ÉÒ©µ¼Ê¦,2035,624,1,100,67947,11875,,6478,7125,5143,6286,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10603,ÖÖÖ²µ¼Ê¦,59,114,1,100,67947,11875,,6478,7125,5143,6286,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10604,Åëâ¿µ¼Ê¦,516,124,1,100,67947,11875,,6478,7125,5143,6286,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10605,Á¶µ¤µ¼Ê¦,2044,626,1,100,67947,11875,,6478,7125,5143,6286,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10606,ÉñÃØÉÌÈË,966,509,1,100,67947,11875,,6478,7125,5143,6286,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
11001,´Ö²ÚµÄ±ùËþ,677,253,1,100,67947,11875,,6478,7125,5143,6286,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
11002,´Ö²ÚµÄ¶¾Ëþ,678,303,1,100,67947,11875,,6478,7125,5143,6286,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
11003,´Ö²ÚµÄ»ðËþ,676,252,1,100,67947,11875,,6478,7125,5143,6286,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
11004,¶¬¼«,718,203,1,100,67947,11875,,6478,7125,5143,6286,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
11005,´ºÃ÷,856,346,1,100,67947,11875,,6478,7125,5143,6286,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
11006,ÏÄÂ¶,858,345,1,100,67947,11875,,6478,7125,5143,6286,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
11007,Çï²è,860,370,1,100,67947,11875,,6478,7125,5143,6286,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
11008,Ð¡¶¬¼«,230,203,1,1,97,11875,,30,33,23,28,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
11009,Ð¡¶¬¼«,230,203,1,1,97,7500,,30,33,23,28,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
11010,Ð¡Ê÷Ãç,852,428,1,1,97,11875,,30,33,23,28,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
11011,³É³¤ÖÐµÄÊ÷Ä¾,853,427,1,1,97,11875,,30,33,23,28,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
11012,°ï»á´«ËÍÔ±,2298,686,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
11013,Ð¡´ºÃ÷,855,346,1,1,108,11875,,30,30,26,24,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
11014,Ð¡ÏÄÂ¶,857,345,1,1,108,11875,,30,30,26,24,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
11015,Ð¡Çï²è,859,370,1,1,108,11875,,30,30,26,24,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
11016,ÄÚÎñ×Ü¹Ü,53,123,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
11017,ÉÆ»¤,946,432,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
11018,Ö¾²Ù,946,432,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
11019,ÄÇ»Ý,946,432,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
11020,ÆÕ»Ý,946,432,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
11021,Ã÷áÔ,946,432,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
11022,ÁéÏÜ,946,432,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
11023,ÆÕÊ¤,946,432,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
11024,ÖÇÊØ,946,432,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
11025,µÀ¹ã,946,432,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
11026,ÖÇÐË,946,432,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
11027,É®Âú,946,432,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
11028,É®·á,946,432,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
11029,À´»¤¶ù,1284,381,1,50,5326,11875,,858,858,649,616,508,303,,,0,10000,1500,,,,,,,,,,É¾³ý
11030,À´»¤¶ùËæ´Ó,64,127,1,40,3159,11875,,628,628,451,428,371,226,,,0,10000,1500,,,,,,,,,,É¾³ý
11031,ÓîÎÄ³É¶¼,914,357,1,80,32767,11875,,3288,3288,2896,2751,2365,1418,,,0,10000,1500,,,,,,,,,,É¾³ý
11032,À´ºã,885,150,1,20,853,11875,,274,274,183,173,182,114,,,0,10000,1500,,,,,,,,,,É¾³ý
11033,À´¼Ã,68,107,1,20,853,11875,,274,274,183,173,182,114,,,0,10000,1500,,,,,,,,,,É¾³ý
11034,À´¼Ã,68,107,1,20,853,11875,,274,274,183,173,182,114,,,0,10000,1500,,,,,,,,,,É¾³ý
11035,ÀîÔª°Ô,2052,625,1,120,156875,11875,,11626,11626,10362,9843,5930,3688,,,0,10000,1500,,,,,,,,,,É¾³ý
11036,ÀîÔª°Ô,2052,625,1,120,156875,7000,,11626,11626,10362,9843,5930,3688,,,0,10000,1500,,,,,,,,,,É¾³ý
11037,ÀîÔª°Ô,2052,625,1,120,156875,11875,,11626,11626,10362,9843,5930,3688,,,0,10000,1500,,,,,,,,,,É¾³ý
11038,×ÏÑôÕæÈË,2051,619,1,120,156875,11875,,11626,11626,10362,9843,5930,3688,,,0,10000,1500,,,,,,,,,,É¾³ý
11039,ÓîÎÄ³É¶¼,914,357,1,80,32767,11875,,3288,3288,2896,2751,2365,1418,,,0,10000,1500,,,,,,,,,,É¾³ý
11040,Ê÷,853,427,1,1,108,11875,,30,30,26,24,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
11041,À´»¤¶ùÖ®Ä¹,648,404,1,1,108,11875,,30,30,26,24,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
11042,Ëå¾ü×·±ø,525,362,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
11043,Ëå¾ü×·±ø,525,362,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
11044,Ëå¾ü×·±ø,526,363,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
11045,Ëå¾ü×·±ø,526,363,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
11046,Ã³Ò××Ü¹Ü,2160,110,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
11047,ÄÏÚ¯¿ÍÉÌ,614,418,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
11048,¸ßÀö¿ÍÉÌ,614,418,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
